s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
CL:0000784	plasmacytoid dendritic cell	plasmacytoid Dendritic cell	UBERON:0004647	liver lobule	hepatic Lobule	35	13986239260.75
CL:0002543	vein endothelial cell	endothelial cell	UBERON:0006841	central vein of liver	central vein	20	267779232.0
CL:0002543	vein endothelial cell	endothelial cell	UBERON:0002017	portal vein	portal vein	23	267779227.3825717
UBERON:0016478	liver stroma	stroma	UBERON:0004647	liver lobule	hepatic Lobule	31	295695.5948219
CL:0000623	Natural killer Cell	NK	UBERON:0004647	liver lobule	hepatic Lobule	43	295660.75000000116
CL:0000623	natural killer cell	natural killer cell	UBERON:0004647	liver lobule	hepatic Lobule	42	295660.75000000116
CL:0000623	natural killer cell	natural killer cell	UBERON:0004647	liver lobule	hepatic Lobule	41	295660.75000000116
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	27	295660.75
CL:0000921	Type I NK T cell	iNKT	UBERON:0004647	liver lobule	hepatic Lobule	40	295660.75
CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	CD8+ Liver-Resident Memory T cell	UBERON:0004647	liver lobule	hepatic Lobule	39	295660.75
CL:0000798	gamma-delta T cell	gamma delta T cell	UBERON:0004647	liver lobule	hepatic Lobule	38	295660.75
CL:0000909	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell 	UBERON:0004647	liver lobule	hepatic Lobule	36	295660.75
CL:0000990	conventional dendritic cell	Conventional DC 1	UBERON:0004647	liver lobule	hepatic Lobule	33	295660.75
CL:0001056	dendritic cell, human	conventional Dendritic cell	UBERON:0004647	liver lobule	hepatic Lobule	32	295660.75
UBERON:0001473	lymphatic vessel	lymphatic vessel	UBERON:0004647	liver lobule	hepatic Lobule	30	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	26	295660.75
UBERON:0005452	hepatic cord	hepatic plate	UBERON:0004647	liver lobule	hepatic Lobule	16	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	25	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	24	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	23	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	22	295660.75
UBERON:0001279	portal triad	portal triad/tract	UBERON:0004647	liver lobule	hepatic Lobule	21	295660.75
UBERON:0005452	hepatic cord	hepatic plate	UBERON:0004647	liver lobule	hepatic Lobule	19	295660.75
UBERON:0005452	hepatic cord	hepatic plate	UBERON:0004647	liver lobule	hepatic Lobule	18	295660.75
UBERON:0005452	hepatic cord	hepatic plate	UBERON:0004647	liver lobule	hepatic Lobule	17	295660.75
CL:0000624	CD4-positive, alpha-beta T cell	CD4+T cell	UBERON:0004647	liver lobule	hepatic Lobule	37	295660.749997045
CL:0002399	CD1c-positive myeloid dendritic cell	Conventional DC 2	UBERON:0004647	liver lobule	hepatic Lobule	34	295560.749992
UBERON:0004058	biliary ductule	bile duct/ule	UBERON:0001279	portal triad	portal triad/tract	22	5.70366454e-12
UBERON:0004058	biliary ductule	bile duct/ule	UBERON:0001279	portal triad	portal triad/tract	21	5.70366454e-12
CL:0000632	hepatic stellate cell	quiescent hepatic stellate cell	UBERON:0006729	liver perisinusoidal space	Disse's space	14	1.23342545e-15
CL:0000526	afferent neuron	neuron cell	UBERON:0001021	nerve	nerve	24	7.67868088e-29
CL:0000738	leukocyte	leukocyte	UBERON:0006729	liver perisinusoidal space	Disse's space	15	
CL:0019026	periportal region hepatocyte	periportal hepatocyte	UBERON:0005452	hepatic cord	hepatic plate	17	
CL:0019029	centrilobular region hepatocyte	pericentral hepatocyte	UBERON:0005452	hepatic cord	hepatic plate	18	
CL:0019028	midzonal region hepatocyte	mid zone hepatocyte	UBERON:0005452	hepatic cord	hepatic plate	19	
CL:0000241	stratified cuboidal epithelial cell	cuboidal cell (Small cholangiocytes are cuboidal)	UBERON:0004058	biliary ductule	bile duct/ule	21	
CL:0000075	columnar/cuboidal epithelial cell	columnar cell (larger cholangiocytes are more columnar) has ciliae	UBERON:0004058	biliary ductule	bile duct/ule	22	
UBERON:0001021	nerve	nerve	UBERON:0001279	portal triad	portal triad/tract	24	
CL:1000413	endothelial cell of artery	endothelial cell	UBERON:0001193	hepatic artery	hepatic artery	25	
CL:0019018	blood vessel smooth muscle cell	smooth muscle cell	UBERON:0001193	hepatic artery	hepatic artery	26	
UBERON:0005169	interstitial tissue	interstitial	UBERON:0001279	portal triad	portal triad/tract	27	
CL:0009100	hepatic portal fibroblast	portal fibroblast	UBERON:0005169	interstitial tissue	interstitial	27	
CL:0002196	Hepatic oval stem cell	hepatic oval cell 	UBERON:0001282	intralobular bile duct	Canals of Hering	28	
CL:0002196	Hepatic oval stem cell	hepatic progenitor cell	UBERON:0001282	intralobular bile duct	Canals of Hering	29	
