row_number	s	slabel	user_slabel	o	olabel	user_olabel
11	CL:0001035	bone cell	bone cell	UBERON:0004288	skeleton	skeleton
432	CL:0001035	bone cell	bone cell	UBERON:0001678	temporal bone	temporal bone
427	CL:0001035	bone cell	bone cell	UBERON:0001678	temporal bone	temporal bone
365	CL:0001035	bone cell	bone cell	UBERON:0001703	neurocranium	neurocranium
302	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
301	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
300	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
299	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
296	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
293	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
292	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
291	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
288	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
286	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
284	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
282	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
281	CL:0001035	bone cell	bone cell	UBERON:0000981	femur	femur
280	CL:0001035	bone cell	bone cell	UBERON:0005893	leg bone	leg bone
174	CL:0001035	bone cell	bone cell	UBERON:0005893	leg bone	leg bone
12	CL:0001035	bone cell	bone cell	UBERON:0002091	appendicular skeleton	appendicular skeleton
443	CL:0001035	bone cell	bone cell	UBERON:0001678	temporal bone	temporal bone
661	CL:0001035	bone cell	bone cell	UBERON:0001130	vertebral column	vertebral column
